"SUBSTANCE";"CODE_NACE_REV2_ET_MENAGES";"MASSE";"ANNEE";"LIBELLE_NACE_ET_MENAGES";"LIBELLE_SUBSTANCE"
"PFC_CO2E";"H53";0;2014;"Activités de poste et de courrier";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"HH_HEAT";0;2014;"Chauffage/refroidissement par les ménages";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"HH_OTH";3052.5;2014;"Autres activités par les ménages";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"HH_TRA";0;2014;"Activités de transport des ménages";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"I";0;2014;"Hébergement et restauration";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"J58";0;2014;"Édition";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"J59_J60";0;2014;"Activités cinématographique, vidéo, production de programmes de télévision, activités de programmation et de diffusion";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"J61";0;2014;"Télécommunications";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"J62_J63";0;2014;"Programmation, conseil en informatique et autres services d'information";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"K64";0;2014;"Activités des services financiers, hors assurance et caisses de retraite";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"K65";0;2014;"Assurance";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"K66";0;2014;"Activités auxiliaires de services financiers et d'assurance";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"L";0;2014;"Activités immobilières";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"M69_M70";0;2014;"Activités juridiques et comptables; activités des sièges sociaux; conseil de gestion";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"M71";0;2014;"Activités d'architecture et d'ingénierie; activités de contrôle et analyses techniques";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"M72";3433.85;2014;"Recherche-développement scientifique";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"M73";0;2014;"Publicité et études de marché";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"M74_M75";0;2014;"Autres activités spécialisées, scientifiques et techniques, activités vétérinaires";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"N77";0;2014;"Activités de location et location-bail";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"N78";0;2014;"Activités liées à l'emploi";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"N79";0;2014;"Activités des agences de voyage, voyagistes, services de réservation et activités connexes";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"N80-N82";0;2014;"Enquêtes et sécurité, activités administratives, services et aménagement paysager";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"O";0;2014;"Administration publique";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"P";0;2014;"Enseignement";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"Q86";3185.34;2014;"Activités pour la santé humaine";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"Q87_Q88";0;2014;"Hébergement médico-social et social et action sociale sans hébergement";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"R90-R92";0;2014;"Activités créatives, artistiques et de spectacle; bibliothèques, archives, musées et autres activités culturelles; organisation de jeux de hasard et d'argent";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"R93";0;2014;"Activités sportives, récréatives et de loisirs";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"S94";0;2014;"Activités des organisations associatives";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"S95";0;2014;"Réparation d'ordinateurs et de biens personnels et domestiques";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"S96";0;2014;"Autres services personnels";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"T";0;2014;"Activités des ménages en tant qu'employeurs; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"Perfluorocarbures (équivalent CO2)"
"PFC_CO2E";"U";0;2014;"Activités extra-territoriales";"Perfluorocarbures (équivalent CO2)"
"PM10";"A01";58033.91;2014;"Culture et production animale, chasse et services annexes";"Particules < 10µm"
"PM10";"A02";376.23;2014;"Sylviculture et exploitation forestière";"Particules < 10µm"
"PM10";"A03";481.92;2014;"Pêche et aquaculture";"Particules < 10µm"
"PM10";"B";7414.59;2014;"Industries extractives";"Particules < 10µm"
"PM10";"C10-C12";4434.14;2014;"Industries alimentaires; fabrication de boissons et de produits à base de tabac";"Particules < 10µm"
"PM10";"C13-C15";39.94;2014;"Fabrication de textiles, industrie de l'habillement, du cuir et de la chaussure";"Particules < 10µm"
"PM10";"C16";1853.76;2014;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles; fabrication d'articles en vannerie et sparterie";"Particules < 10µm"
"PM10";"C17";714.58;2014;"Industrie du papier et du carton";"Particules < 10µm"
"PM10";"C18";41.73;2014;"Imprimerie et reproduction d'enregistrements";"Particules < 10µm"
"PM10";"C19";994.09;2014;"Cokéfaction et raffinage";"Particules < 10µm"
"PM10";"C20";1754.06;2014;"Industrie chimique";"Particules < 10µm"
"PM10";"C21";27.95;2014;"Industrie pharmaceutique";"Particules < 10µm"
"PM10";"C22";99.66;2014;"Fabrication de produits en caoutchouc et en plastique";"Particules < 10µm"
"PM10";"C23";3099.78;2014;"Fabrication d'autres produits minéraux non métalliques";"Particules < 10µm"
"PM10";"C24";6843.68;2014;"Métallurgie";"Particules < 10µm"
"PM10";"C25";103.97;2014;"Fabrication de produits métalliques, à l'exception des machines et des équipements";"Particules < 10µm"
"PM10";"C26";31.71;2014;"Fabrication de produits informatiques, électroniques et optiques";"Particules < 10µm"
"PM10";"C27";35.9;2014;"Fabrication d'équipements électriques";"Particules < 10µm"
"PM10";"C28";82.47;2014;"Fabrication de machines et équipements n.c.a.";"Particules < 10µm"
"PM10";"C29";76.39;2014;"Industrie automobile";"Particules < 10µm"
"PM10";"C30";29.65;2014;"Fabrication d'autres matériels de transport";"Particules < 10µm"
"PM10";"C31_C32";85.77;2014;"Fabrication de meubles; autres industries manufacturières";"Particules < 10µm"
"PM10";"C33";102.53;2014;"Réparation et installation de machines et d'équipements";"Particules < 10µm"
"PM10";"D";1557.31;2014;"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné";"Particules < 10µm"
"PM10";"E36";23.84;2014;"Captage, traitement et distribution d'eau";"Particules < 10µm"
"PM10";"E37-E39";326.43;2014;"Collecte et traitement des eaux usées, gestion des déchets, dépollution";"Particules < 10µm"
"PM10";"F";24087.57;2014;"Construction";"Particules < 10µm"
"PM10";"G45";645.17;2014;"Commerce et réparation d'automobiles et de motocycles";"Particules < 10µm"
"PM10";"G46";633.97;2014;"Commerce de gros, à l'exception des automobiles et des motocycles";"Particules < 10µm"
"PM10";"G47";438.72;2014;"Commerce de détail, à l'exception des automobiles et des motocycles";"Particules < 10µm"
"PM10";"H49";4763.03;2014;"Transports terrestres et transport par conduites";"Particules < 10µm"
"PM10";"H50";5582.15;2014;"Transports par eau";"Particules < 10µm"
"PM10";"H51";754.25;2014;"Transports aériens";"Particules < 10µm"
"PM10";"H52";80.71;2014;"Entreposage et services auxiliaires des transports";"Particules < 10µm"
"PM10";"H53";134.51;2014;"Activités de poste et de courrier";"Particules < 10µm"
"PM10";"HH_HEAT";59266.59;2014;"Chauffage/refroidissement par les ménages";"Particules < 10µm"
"PM10";"HH_OTH";11634.18;2014;"Autres activités par les ménages";"Particules < 10µm"
"PM10";"HH_TRA";21600.69;2014;"Activités de transport des ménages";"Particules < 10µm"
"PM10";"I";379.44;2014;"Hébergement et restauration";"Particules < 10µm"
"PM10";"J58";26.26;2014;"Édition";"Particules < 10µm"
"PM10";"J59_J60";18.99;2014;"Activités cinématographique, vidéo, production de programmes de télévision, activités de programmation et de diffusion";"Particules < 10µm"
"PM10";"J61";63.46;2014;"Télécommunications";"Particules < 10µm"
"PM10";"J62_J63";63.23;2014;"Programmation, conseil en informatique et autres services d'information";"Particules < 10µm"
"PM10";"K64";131.04;2014;"Activités des services financiers, hors assurance et caisses de retraite";"Particules < 10µm"
"PM10";"K65";20.89;2014;"Assurance";"Particules < 10µm"
"PM10";"K66";25.47;2014;"Activités auxiliaires de services financiers et d'assurance";"Particules < 10µm"
"PM10";"L";99.98;2014;"Activités immobilières";"Particules < 10µm"
"PM10";"M69_M70";113.21;2014;"Activités juridiques et comptables; activités des sièges sociaux; conseil de gestion";"Particules < 10µm"
"PM10";"M71";137.21;2014;"Activités d'architecture et d'ingénierie; activités de contrôle et analyses techniques";"Particules < 10µm"
"PM10";"M72";35.66;2014;"Recherche-développement scientifique";"Particules < 10µm"
"PM10";"M73";39.24;2014;"Publicité et études de marché";"Particules < 10µm"
"PM10";"M74_M75";18.97;2014;"Autres activités spécialisées, scientifiques et techniques, activités vétérinaires";"Particules < 10µm"
"PM10";"N77";1268.55;2014;"Activités de location et location-bail";"Particules < 10µm"
"PM10";"N78";43.07;2014;"Activités liées à l'emploi";"Particules < 10µm"
"PM10";"N79";6.18;2014;"Activités des agences de voyage, voyagistes, services de réservation et activités connexes";"Particules < 10µm"
"PM10";"N80-N82";253;2014;"Enquêtes et sécurité, activités administratives, services et aménagement paysager";"Particules < 10µm"
"PM10";"O";487.83;2014;"Administration publique";"Particules < 10µm"
"PM10";"P";266.45;2014;"Enseignement";"Particules < 10µm"
"PM10";"Q86";183.88;2014;"Activités pour la santé humaine";"Particules < 10µm"
"PM10";"Q87_Q88";247.88;2014;"Hébergement médico-social et social et action sociale sans hébergement";"Particules < 10µm"
"PM10";"R90-R92";26.27;2014;"Activités créatives, artistiques et de spectacle; bibliothèques, archives, musées et autres activités culturelles; organisation de jeux de hasard et d'argent";"Particules < 10µm"
"PM10";"R93";177.12;2014;"Activités sportives, récréatives et de loisirs";"Particules < 10µm"
"PM10";"S94";36.22;2014;"Activités des organisations associatives";"Particules < 10µm"
"PM10";"S95";30.69;2014;"Réparation d'ordinateurs et de biens personnels et domestiques";"Particules < 10µm"
"PM10";"S96";159.4;2014;"Autres services personnels";"Particules < 10µm"
"PM10";"T";0;2014;"Activités des ménages en tant qu'employeurs; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"Particules < 10µm"
"PM10";"U";0;2014;"Activités extra-territoriales";"Particules < 10µm"
"PM2_5";"A01";15952.74;2014;"Culture et production animale, chasse et services annexes";"Particules < 2.5µm"
"PM2_5";"A02";341.95;2014;"Sylviculture et exploitation forestière";"Particules < 2.5µm"
"PM2_5";"A03";453.46;2014;"Pêche et aquaculture";"Particules < 2.5µm"
"PM2_5";"B";1429;2014;"Industries extractives";"Particules < 2.5µm"
"PM2_5";"C10-C12";1026.62;2014;"Industries alimentaires; fabrication de boissons et de produits à base de tabac";"Particules < 2.5µm"
"PM2_5";"C13-C15";33.62;2014;"Fabrication de textiles, industrie de l'habillement, du cuir et de la chaussure";"Particules < 2.5µm"
"PM2_5";"C16";1133.48;2014;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles; fabrication d'articles en vannerie et sparterie";"Particules < 2.5µm"
"PM2_5";"C17";543.46;2014;"Industrie du papier et du carton";"Particules < 2.5µm"
"PM2_5";"C18";32.92;2014;"Imprimerie et reproduction d'enregistrements";"Particules < 2.5µm"
"PM2_5";"C19";630.65;2014;"Cokéfaction et raffinage";"Particules < 2.5µm"
"PM2_5";"C20";1156.55;2014;"Industrie chimique";"Particules < 2.5µm"
"PM2_5";"C21";24.32;2014;"Industrie pharmaceutique";"Particules < 2.5µm"
"PM2_5";"C22";83.11;2014;"Fabrication de produits en caoutchouc et en plastique";"Particules < 2.5µm"
"PM2_5";"C23";2478;2014;"Fabrication d'autres produits minéraux non métalliques";"Particules < 2.5µm"
"PM2_5";"C24";5782.47;2014;"Métallurgie";"Particules < 2.5µm"
"PM2_5";"C25";89.47;2014;"Fabrication de produits métalliques, à l'exception des machines et des équipements";"Particules < 2.5µm"
"PM2_5";"C26";27.15;2014;"Fabrication de produits informatiques, électroniques et optiques";"Particules < 2.5µm"
"PM2_5";"C27";30.22;2014;"Fabrication d'équipements électriques";"Particules < 2.5µm"
"PM2_5";"C28";70.17;2014;"Fabrication de machines et équipements n.c.a.";"Particules < 2.5µm"
"PM2_5";"C29";62.67;2014;"Industrie automobile";"Particules < 2.5µm"
"PM2_5";"C30";24.7;2014;"Fabrication d'autres matériels de transport";"Particules < 2.5µm"
"PM2_5";"C31_C32";69.92;2014;"Fabrication de meubles; autres industries manufacturières";"Particules < 2.5µm"
"PM2_5";"C33";88.05;2014;"Réparation et installation de machines et d'équipements";"Particules < 2.5µm"
"PM2_5";"D";1072.47;2014;"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné";"Particules < 2.5µm"
"PM2_5";"E36";20.5;2014;"Captage, traitement et distribution d'eau";"Particules < 2.5µm"
"PM2_5";"E37-E39";237.27;2014;"Collecte et traitement des eaux usées, gestion des déchets, dépollution";"Particules < 2.5µm"
"PM2_5";"F";9926.12;2014;"Construction";"Particules < 2.5µm"
"PM2_5";"G45";529.43;2014;"Commerce et réparation d'automobiles et de motocycles";"Particules < 2.5µm"
"PM2_5";"G46";544.78;2014;"Commerce de gros, à l'exception des automobiles et des motocycles";"Particules < 2.5µm"
"PM2_5";"G47";390.73;2014;"Commerce de détail, à l'exception des automobiles et des motocycles";"Particules < 2.5µm"
"PM2_5";"H49";3179.74;2014;"Transports terrestres et transport par conduites";"Particules < 2.5µm"
"PM2_5";"H50";5195.86;2014;"Transports par eau";"Particules < 2.5µm"
"PM2_5";"H51";692.58;2014;"Transports aériens";"Particules < 2.5µm"
"PM2_5";"H52";72.37;2014;"Entreposage et services auxiliaires des transports";"Particules < 2.5µm"
"PM2_5";"H53";120.35;2014;"Activités de poste et de courrier";"Particules < 2.5µm"
"PM2_5";"HH_HEAT";58038.33;2014;"Chauffage/refroidissement par les ménages";"Particules < 2.5µm"
"PM2_5";"HH_OTH";11527.46;2014;"Autres activités par les ménages";"Particules < 2.5µm"
"PM2_5";"HH_TRA";16874.37;2014;"Activités de transport des ménages";"Particules < 2.5µm"
"PM2_5";"I";353.32;2014;"Hébergement et restauration";"Particules < 2.5µm"
"PM2_5";"J58";22.01;2014;"Édition";"Particules < 2.5µm"
"PM2_5";"J59_J60";17.29;2014;"Activités cinématographique, vidéo, production de programmes de télévision, activités de programmation et de diffusion";"Particules < 2.5µm"
"PM2_5";"J61";53.65;2014;"Télécommunications";"Particules < 2.5µm"
"PM2_5";"J62_J63";54.42;2014;"Programmation, conseil en informatique et autres services d'information";"Particules < 2.5µm"
"PM2_5";"K64";109.74;2014;"Activités des services financiers, hors assurance et caisses de retraite";"Particules < 2.5µm"
"PM2_5";"K65";17.96;2014;"Assurance";"Particules < 2.5µm"
"PM2_5";"K66";21.67;2014;"Activités auxiliaires de services financiers et d'assurance";"Particules < 2.5µm"
"PM2_5";"L";83.63;2014;"Activités immobilières";"Particules < 2.5µm"
"PM2_5";"M69_M70";99.63;2014;"Activités juridiques et comptables; activités des sièges sociaux; conseil de gestion";"Particules < 2.5µm"
"PM2_5";"M71";121.19;2014;"Activités d'architecture et d'ingénierie; activités de contrôle et analyses techniques";"Particules < 2.5µm"
"PM2_5";"M72";34.26;2014;"Recherche-développement scientifique";"Particules < 2.5µm"
"PM2_5";"M73";34.54;2014;"Publicité et études de marché";"Particules < 2.5µm"
"PM2_5";"M74_M75";16.85;2014;"Autres activités spécialisées, scientifiques et techniques, activités vétérinaires";"Particules < 2.5µm"
"PM2_5";"N77";1056.57;2014;"Activités de location et location-bail";"Particules < 2.5µm"
"PM2_5";"N78";41.14;2014;"Activités liées à l'emploi";"Particules < 2.5µm"
"PM2_5";"N79";5.51;2014;"Activités des agences de voyage, voyagistes, services de réservation et activités connexes";"Particules < 2.5µm"
"PM2_5";"N80-N82";228.61;2014;"Enquêtes et sécurité, activités administratives, services et aménagement paysager";"Particules < 2.5µm"
"PM2_5";"O";393.62;2014;"Administration publique";"Particules < 2.5µm"
"PM2_5";"P";253.61;2014;"Enseignement";"Particules < 2.5µm"
"PM2_5";"Q86";170.72;2014;"Activités pour la santé humaine";"Particules < 2.5µm"
"PM2_5";"Q87_Q88";236.98;2014;"Hébergement médico-social et social et action sociale sans hébergement";"Particules < 2.5µm"
"PM2_5";"R90-R92";23.37;2014;"Activités créatives, artistiques et de spectacle; bibliothèques, archives, musées et autres activités culturelles; organisation de jeux de hasard et d'argent";"Particules < 2.5µm"
"PM2_5";"R93";116.1;2014;"Activités sportives, récréatives et de loisirs";"Particules < 2.5µm"
"PM2_5";"S94";31.06;2014;"Activités des organisations associatives";"Particules < 2.5µm"
"PM2_5";"S95";24.94;2014;"Réparation d'ordinateurs et de biens personnels et domestiques";"Particules < 2.5µm"
"PM2_5";"S96";142.1;2014;"Autres services personnels";"Particules < 2.5µm"
"PM2_5";"T";0;2014;"Activités des ménages en tant qu'employeurs; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"Particules < 2.5µm"
"PM2_5";"U";0;2014;"Activités extra-territoriales";"Particules < 2.5µm"
"SOX_SO2E";"A01";1062.73;2014;"Culture et production animale, chasse et services annexes";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"A02";3.51;2014;"Sylviculture et exploitation forestière";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"A03";565.04;2014;"Pêche et aquaculture";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"B";154.08;2014;"Industries extractives";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"C10-C12";7459.62;2014;"Industries alimentaires; fabrication de boissons et de produits à base de tabac";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"C13-C15";62.01;2014;"Fabrication de textiles, industrie de l'habillement, du cuir et de la chaussure";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"C16";211.35;2014;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles; fabrication d'articles en vannerie et sparterie";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"C17";2341;2014;"Industrie du papier et du carton";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"C18";8.31;2014;"Imprimerie et reproduction d'enregistrements";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"C19";37961.25;2014;"Cokéfaction et raffinage";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"C20";24312.36;2014;"Industrie chimique";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"C21";10.55;2014;"Industrie pharmaceutique";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"C22";144.93;2014;"Fabrication de produits en caoutchouc et en plastique";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"C23";14622.16;2014;"Fabrication d'autres produits minéraux non métalliques";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"C24";24221.49;2014;"Métallurgie";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"C25";27.32;2014;"Fabrication de produits métalliques, à l'exception des machines et des équipements";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"C26";3.54;2014;"Fabrication de produits informatiques, électroniques et optiques";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"C27";8.84;2014;"Fabrication d'équipements électriques";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"C28";17.97;2014;"Fabrication de machines et équipements n.c.a.";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"C29";13.53;2014;"Industrie automobile";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"C30";61.43;2014;"Fabrication d'autres matériels de transport";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"C31_C32";18.41;2014;"Fabrication de meubles; autres industries manufacturières";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"C33";5.6;2014;"Réparation et installation de machines et d'équipements";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"D";39874.6;2014;"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"E36";0.58;2014;"Captage, traitement et distribution d'eau";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"E37-E39";1318.33;2014;"Collecte et traitement des eaux usées, gestion des déchets, dépollution";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"F";130.61;2014;"Construction";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"G45";197.85;2014;"Commerce et réparation d'automobiles et de motocycles";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"G46";254.72;2014;"Commerce de gros, à l'exception des automobiles et des motocycles";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"G47";432.13;2014;"Commerce de détail, à l'exception des automobiles et des motocycles";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"H49";516.22;2014;"Transports terrestres et transport par conduites";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"H50";38594.27;2014;"Transports par eau";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"H51";6065.09;2014;"Transports aériens";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"H52";74.29;2014;"Entreposage et services auxiliaires des transports";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"H53";31.67;2014;"Activités de poste et de courrier";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"HH_HEAT";12609.72;2014;"Chauffage/refroidissement par les ménages";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"HH_OTH";36.03;2014;"Autres activités par les ménages";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"HH_TRA";536.36;2014;"Activités de transport des ménages";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"I";493.88;2014;"Hébergement et restauration";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"J58";7.16;2014;"Édition";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"J59_J60";31.47;2014;"Activités cinématographique, vidéo, production de programmes de télévision, activités de programmation et de diffusion";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"J61";17.34;2014;"Télécommunications";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"J62_J63";35.94;2014;"Programmation, conseil en informatique et autres services d'information";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"K64";45.38;2014;"Activités des services financiers, hors assurance et caisses de retraite";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"K65";15.48;2014;"Assurance";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"K66";14.16;2014;"Activités auxiliaires de services financiers et d'assurance";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"L";31.2;2014;"Activités immobilières";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"M69_M70";69.14;2014;"Activités juridiques et comptables; activités des sièges sociaux; conseil de gestion";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"M71";45.9;2014;"Activités d'architecture et d'ingénierie; activités de contrôle et analyses techniques";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"M72";66.19;2014;"Recherche-développement scientifique";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"M73";16.66;2014;"Publicité et études de marché";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"M74_M75";13.59;2014;"Autres activités spécialisées, scientifiques et techniques, activités vétérinaires";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"N77";42.01;2014;"Activités de location et location-bail";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"N78";76.39;2014;"Activités liées à l'emploi";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"N79";5.48;2014;"Activités des agences de voyage, voyagistes, services de réservation et activités connexes";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"N80-N82";137.67;2014;"Enquêtes et sécurité, activités administratives, services et aménagement paysager";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"O";1396.97;2014;"Administration publique";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"P";801.48;2014;"Enseignement";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"Q86";552.28;2014;"Activités pour la santé humaine";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"Q87_Q88";713.11;2014;"Hébergement médico-social et social et action sociale sans hébergement";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"R90-R92";41.15;2014;"Activités créatives, artistiques et de spectacle; bibliothèques, archives, musées et autres activités culturelles; organisation de jeux de hasard et d'argent";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"R93";175.9;2014;"Activités sportives, récréatives et de loisirs";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"S94";35.36;2014;"Activités des organisations associatives";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"S95";31.43;2014;"Réparation d'ordinateurs et de biens personnels et domestiques";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"S96";223.12;2014;"Autres services personnels";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"T";0;2014;"Activités des ménages en tant qu'employeurs; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"Oxydes de soufre (équivalent SO2)"
"SOX_SO2E";"U";0;2014;"Activités extra-territoriales";"Oxydes de soufre (équivalent SO2)"
"ACG";"A01";1186037.83;2013;"Culture et production animale, chasse et services annexes";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"A02";3091.12;2013;"Sylviculture et exploitation forestière";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"A03";15293.25;2013;"Pêche et aquaculture";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"B";7703.43;2013;"Industries extractives";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"C10-C12";20672.17;2013;"Industries alimentaires; fabrication de boissons et de produits à base de tabac";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"C13-C15";911.01;2013;"Fabrication de textiles, industrie de l'habillement, du cuir et de la chaussure";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"C16";5346.44;2013;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles; fabrication d'articles en vannerie et sparterie";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"C17";7283.14;2013;"Industrie du papier et du carton";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"C18";559.93;2013;"Imprimerie et reproduction d'enregistrements";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"C19";50379.47;2013;"Cokéfaction et raffinage";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"C20";48908.48;2013;"Industrie chimique";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"C21";889.67;2013;"Industrie pharmaceutique";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"C22";1639.48;2013;"Fabrication de produits en caoutchouc et en plastique";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
