code_insee,commune,departement,feu_foret_present,statut,specifique
64462,Ramous,64,,erreur,Remote end closed connection without response
64463,Rébénacq,64,,erreur,Remote end closed connection without response
64460,Précilhon,64,,erreur,Remote end closed connection without response
64461,Puyoô,64,,erreur,Remote end closed connection without response
64455,Portet,64,,erreur,Remote end closed connection without response
64464,Ribarrouy,64,,erreur,Remote end closed connection without response
64466,Rivehaute,64,,erreur,Remote end closed connection without response
64468,Roquiague,64,,erreur,Remote end closed connection without response
64467,Rontignon,64,,erreur,Remote end closed connection without response
64465,Riupeyrous,64,,erreur,Remote end closed connection without response
64469,Saint-Abit,64,,erreur,Remote end closed connection without response
64470,Saint-Armou,64,,erreur,Remote end closed connection without response
64472,Saint-Castin,64,,erreur,Remote end closed connection without response
64471,Saint-Boès,64,,erreur,Remote end closed connection without response
64474,Saint-Dos,64,,erreur,Remote end closed connection without response
64473,Sainte-Colome,64,,erreur,Remote end closed connection without response
64477,Saint-Étienne-de-Baïgorry,64,,erreur,Remote end closed connection without response
64478,Saint-Faust,64,,erreur,Remote end closed connection without response
64476,Saint-Esteben,64,,erreur,Remote end closed connection without response
64475,Sainte-Engrâce,64,,erreur,Remote end closed connection without response
64479,Saint-Girons-en-Béarn,64,,erreur,Remote end closed connection without response
64481,Saint-Goin,64,,erreur,Remote end closed connection without response
64480,Saint-Gladie-Arrive-Munein,64,,erreur,Remote end closed connection without response
64482,Saint-Jammes,64,,erreur,Remote end closed connection without response
64484,Saint-Jean-le-Vieux,64,,erreur,Remote end closed connection without response
64483,Saint-Jean-de-Luz,64,,erreur,Remote end closed connection without response
64487,Saint-Just-Ibarre,64,,erreur,Remote end closed connection without response
64486,Saint-Jean-Poudge,64,,erreur,Remote end closed connection without response
64485,Saint-Jean-Pied-de-Port,64,,erreur,Remote end closed connection without response
64488,Saint-Laurent-Bretagne,64,,erreur,Remote end closed connection without response
64489,Saint-Martin-d'Arberoue,64,,erreur,Remote end closed connection without response
64492,Saint-Michel,64,,erreur,Remote end closed connection without response
64491,Saint-Médard,64,,erreur,Remote end closed connection without response
64490,Saint-Martin-d'Arrossa,64,,erreur,Remote end closed connection without response
64493,Saint-Palais,64,,erreur,Remote end closed connection without response
64494,Saint-Pé-de-Léren,64,,erreur,Remote end closed connection without response
64498,Saint-Vincent,64,,erreur,Remote end closed connection without response
64496,Saint-Pierre-d'Irube,64,,erreur,Remote end closed connection without response
64495,Saint-Pée-sur-Nivelle,64,,erreur,Remote end closed connection without response
64500,Salles-Mongiscard,64,,erreur,Remote end closed connection without response
64499,Salies-de-Béarn,64,,erreur,Remote end closed connection without response
64502,Sames,64,,erreur,Remote end closed connection without response
64503,Samsons-Lion,64,,erreur,Remote end closed connection without response
64501,Sallespisse,64,,erreur,Remote end closed connection without response
64508,Saucède,64,,erreur,Remote end closed connection without response
64504,Sare,64,,erreur,Remote end closed connection without response
64505,Sarpourenx,64,,erreur,Remote end closed connection without response
64506,Sarrance,64,,erreur,Remote end closed connection without response
64507,Saubole,64,,erreur,Remote end closed connection without response
64509,Sauguis-Saint-Étienne,64,,erreur,Remote end closed connection without response
64510,Sault-de-Navailles,64,,erreur,Remote end closed connection without response
64513,Sauveterre-de-Béarn,64,,erreur,Remote end closed connection without response
64511,Sauvagnon,64,,erreur,Remote end closed connection without response
64512,Sauvelade,64,,erreur,Remote end closed connection without response
64516,Sedzère,64,,erreur,Remote end closed connection without response
64515,Sedze-Maubecq,64,,erreur,Remote end closed connection without response
64518,Sendets,64,,erreur,Remote end closed connection without response
64517,Séméacq-Blachon,64,,erreur,Remote end closed connection without response
64519,Serres-Castet,64,,erreur,Remote end closed connection without response
64514,Séby,64,,erreur,Remote end closed connection without response
64520,Serres-Morlaàs,64,,erreur,Remote end closed connection without response
64521,Serres-Sainte-Marie,64,,erreur,Remote end closed connection without response
64522,Sévignacq-Meyracq,64,,erreur,Remote end closed connection without response
64523,Sévignacq,64,,erreur,Remote end closed connection without response
64528,Suhescun,64,,erreur,Remote end closed connection without response
64530,Susmiou,64,,erreur,Remote end closed connection without response
64524,Simacourbe,64,,erreur,Remote end closed connection without response
64525,Siros,64,,erreur,Remote end closed connection without response
64527,Souraïde,64,,erreur,Remote end closed connection without response
64529,Sus,64,,erreur,Remote end closed connection without response
64526,Soumoulou,64,,erreur,Remote end closed connection without response
64531,Tabaille-Usquain,64,,erreur,Remote end closed connection without response
64532,Tadousse-Ussau,64,,erreur,Remote end closed connection without response
64533,Tardets-Sorholus,64,,erreur,Remote end closed connection without response
64534,Taron-Sadirac-Viellenave,64,,erreur,Remote end closed connection without response
64536,Thèze,64,,erreur,Remote end closed connection without response
64535,Tarsacq,64,,erreur,Remote end closed connection without response
64537,Trois-Villes,64,,erreur,Remote end closed connection without response
64538,Uhart-Cize,64,,erreur,Remote end closed connection without response
64544,Urost,64,,erreur,Remote end closed connection without response
64540,Urcuit,64,,erreur,Remote end closed connection without response
64543,Urepel,64,,erreur,Remote end closed connection without response
64542,Urdos,64,,erreur,Remote end closed connection without response
64539,Uhart-Mixe,64,,erreur,Remote end closed connection without response
64548,Uzan,64,,erreur,Remote end closed connection without response
64547,Ustaritz,64,,erreur,Remote end closed connection without response
64549,Uzein,64,,erreur,Remote end closed connection without response
64546,Urt,64,,erreur,Remote end closed connection without response
64545,Urrugne,64,,erreur,Remote end closed connection without response
64554,Viellenave-d'Arthez,64,,erreur,Remote end closed connection without response
64551,Verdets,64,,erreur,Remote end closed connection without response
64555,Viellenave-de-Navarrenx,64,,erreur,Remote end closed connection without response
64552,Vialer,64,,erreur,Remote end closed connection without response
64550,Uzos,64,,erreur,Remote end closed connection without response
64556,Vielleségure,64,,erreur,Remote end closed connection without response
64558,Villefranque,64,,erreur,Remote end closed connection without response
66003,Amélie-les-Bains-Palalda,66,,erreur,Remote end closed connection without response
64557,Vignes,64,,erreur,Remote end closed connection without response
66002,Alénya,66,,erreur,Remote end closed connection without response
64559,Viodos-Abense-de-Bas,64,,erreur,Remote end closed connection without response
64560,Viven,64,,erreur,Remote end closed connection without response
66005,Angoustrine-Villeneuve-des-Escaldes,66,,erreur,Remote end closed connection without response
66001,L'Albère,66,,erreur,Remote end closed connection without response
66004,Les Angles,66,,erreur,Remote end closed connection without response
66006,Ansignan,66,,erreur,Remote end closed connection without response
66011,Bages,66,,erreur,Remote end closed connection without response
66010,Ayguatébia-Talau,66,,erreur,Remote end closed connection without response
66008,Argelès-sur-Mer,66,,erreur,Remote end closed connection without response
66013,Baillestavy,66,,erreur,Remote end closed connection without response
66014,Baixas,66,,erreur,Remote end closed connection without response
66009,Arles-sur-Tech,66,,erreur,Remote end closed connection without response
66007,Arboussols,66,,erreur,Remote end closed connection without response
66012,Baho,66,,erreur,Remote end closed connection without response
66015,Banyuls-dels-Aspres,66,,erreur,Remote end closed connection without response
66016,Banyuls-sur-Mer,66,,erreur,Remote end closed connection without response
66019,Bélesta,66,,erreur,Remote end closed connection without response
66018,La Bastide,66,,erreur,Remote end closed connection without response
66022,Boule-d'Amont,66,,erreur,Remote end closed connection without response
66020,Bolquère,66,,erreur,Remote end closed connection without response
66021,Bompas,66,,erreur,Remote end closed connection without response
66023,Bouleternère,66,,erreur,Remote end closed connection without response
66017,Le Barcarès,66,,erreur,Remote end closed connection without response
66024,Le Boulou,66,,erreur,Remote end closed connection without response
66025,Bourg-Madame,66,,erreur,Remote end closed connection without response
66026,Brouilla,66,,erreur,Remote end closed connection without response
66027,La Cabanasse,66,,erreur,Remote end closed connection without response
66036,Canaveilles,66,,erreur,Remote end closed connection without response
66028,Cabestany,66,,erreur,Remote end closed connection without response
66034,Campôme,66,,erreur,Remote end closed connection without response
66033,Camélas,66,,erreur,Remote end closed connection without response
66035,Campoussy,66,,erreur,Remote end closed connection without response
66030,Calce,66,,erreur,Remote end closed connection without response
66032,Calmeilles,66,,erreur,Remote end closed connection without response
66029,Caixas,66,,erreur,Remote end closed connection without response
66037,Canet-en-Roussillon,66,,erreur,Remote end closed connection without response
66038,Canohès,66,,erreur,Remote end closed connection without response
66043,Casteil,66,,erreur,Remote end closed connection without response
66044,Castelnou,66,,erreur,Remote end closed connection without response
66040,Casefabre,66,,erreur,Remote end closed connection without response
66041,Cases-de-Pène,66,,erreur,Remote end closed connection without response
66039,Caramany,66,,erreur,Remote end closed connection without response
66042,Cassagnes,66,,erreur,Remote end closed connection without response
66046,Caudiès-de-Fenouillèdes,66,,erreur,Remote end closed connection without response
66045,Catllar,66,,erreur,Remote end closed connection without response
66048,Cerbère,66,,erreur,Remote end closed connection without response
66047,Caudiès-de-Conflent,66,,erreur,Remote end closed connection without response
66053,Collioure,66,,erreur,Remote end closed connection without response
66055,Corbère,66,,erreur,Remote end closed connection without response
66050,Claira,66,,erreur,Remote end closed connection without response
66056,Corbère-les-Cabanes,66,,erreur,Remote end closed connection without response
66049,Céret,66,,erreur,Remote end closed connection without response
66052,Codalet,66,,erreur,Remote end closed connection without response
66051,Clara-Villerach,66,,erreur,Remote end closed connection without response
66054,Conat,66,,erreur,Remote end closed connection without response
66058,Corneilla-la-Rivière,66,,erreur,Remote end closed connection without response
66057,Corneilla-de-Conflent,66,,erreur,Remote end closed connection without response
66059,Corneilla-del-Vercol,66,,erreur,Remote end closed connection without response
66063,Les Cluses,66,,erreur,Remote end closed connection without response
66060,Corsavy,66,,erreur,Remote end closed connection without response
66064,Égat,66,,erreur,Remote end closed connection without response
66061,Coustouges,66,,erreur,Remote end closed connection without response
66065,Elne,66,,erreur,Remote end closed connection without response
66062,Dorres,66,,erreur,Remote end closed connection without response
66066,Enveitg,66,,erreur,Remote end closed connection without response
66067,Err,66,,erreur,Remote end closed connection without response
66068,Escaro,66,,erreur,Remote end closed connection without response
66073,Estoher,66,,erreur,Remote end closed connection without response
66069,Espira-de-l'Agly,66,,erreur,Remote end closed connection without response
66076,Feilluns,66,,erreur,Remote end closed connection without response
66071,Estagel,66,,erreur,Remote end closed connection without response
66072,Estavar,66,,erreur,Remote end closed connection without response
66070,Espira-de-Conflent,66,,erreur,Remote end closed connection without response
66075,Eyne,66,,erreur,Remote end closed connection without response
66074,Eus,66,,erreur,Remote end closed connection without response
66077,Fenouillet,66,,erreur,Remote end closed connection without response
66078,Fillols,66,,erreur,Remote end closed connection without response
66083,Fosse,66,,erreur,Remote end closed connection without response
66079,Finestret,66,,erreur,Remote end closed connection without response
66080,Fontpédrouse,66,,erreur,Remote end closed connection without response
66081,Fontrabiouse,66,,erreur,Remote end closed connection without response
66084,Fourques,66,,erreur,Remote end closed connection without response
66085,Fuilla,66,,erreur,Remote end closed connection without response
66082,Formiguères,66,,erreur,Remote end closed connection without response
66089,Joch,66,,erreur,Remote end closed connection without response
66088,Ille-sur-Têt,66,,erreur,Remote end closed connection without response
66086,Glorianes,66,,erreur,Remote end closed connection without response
66096,Latour-de-France,66,,erreur,Remote end closed connection without response
66093,Laroque-des-Albères,66,,erreur,Remote end closed connection without response
66092,Lansac,66,,erreur,Remote end closed connection without response
66095,Latour-de-Carol,66,,erreur,Remote end closed connection without response
66090,Jujols,66,,erreur,Remote end closed connection without response
66091,Lamanère,66,,erreur,Remote end closed connection without response
66094,Latour-Bas-Elne,66,,erreur,Remote end closed connection without response
66097,Lesquerde,66,,erreur,Remote end closed connection without response
66099,Llauro,66,,erreur,Remote end closed connection without response
66098,La Llagonne,66,,erreur,Remote end closed connection without response
66104,Los Masos,66,,erreur,Remote end closed connection without response
66102,Mantet,66,,erreur,Remote end closed connection without response
66101,Llupia,66,,erreur,Remote end closed connection without response
66108,Millas,66,,erreur,Remote end closed connection without response
66107,Maury,66,,erreur,Remote end closed connection without response
66109,Molitg-les-Bains,66,,erreur,Remote end closed connection without response
66113,Montbolo,66,,erreur,Remote end closed connection without response
66111,Montalba-le-Château,66,,erreur,Remote end closed connection without response
66112,Montauriol,66,,erreur,Remote end closed connection without response
66114,Montescot,66,,erreur,Remote end closed connection without response
66115,Montesquieu-des-Albères,66,,erreur,Remote end closed connection without response
66120,Nahuja,66,,erreur,Remote end closed connection without response
66117,Mont-Louis,66,,erreur,Remote end closed connection without response
66118,Montner,66,,erreur,Remote end closed connection without response
66119,Mosset,66,,erreur,Remote end closed connection without response
66116,Montferrer,66,,erreur,Remote end closed connection without response
66121,Néfiach,66,,erreur,Remote end closed connection without response
66122,Nohèdes,66,,erreur,Remote end closed connection without response
66126,Oms,66,,erreur,Remote end closed connection without response
66123,Nyer,66,,erreur,Remote end closed connection without response
66124,Font-Romeu-Odeillo-Via,66,,erreur,Remote end closed connection without response
66125,Olette,66,,erreur,Remote end closed connection without response
66127,Opoul-Périllos,66,,erreur,Remote end closed connection without response
66105,Matemale,66,,erreur,Remote end closed connection without response
66106,Maureillas-las-Illas,66,,erreur,Remote end closed connection without response
66103,Marquixanes,66,,erreur,Remote end closed connection without response
66100,Llo,66,,erreur,Remote end closed connection without response
66128,Oreilla,66,,erreur,Remote end closed connection without response
66133,Palau-del-Vidre,66,,erreur,Remote end closed connection without response
66132,Palau-de-Cerdagne,66,,erreur,Remote end closed connection without response
66129,Ortaffa,66,,erreur,Remote end closed connection without response
66130,Osséja,66,,erreur,Remote end closed connection without response
66134,Passa,66,,erreur,Remote end closed connection without response
66137,Le Perthus,66,,erreur,Remote end closed connection without response
66136,Perpignan,66,,erreur,Remote end closed connection without response
66139,Pézilla-de-Conflent,66,,erreur,Remote end closed connection without response
66138,Peyrestortes,66,,erreur,Remote end closed connection without response
66144,Pollestres,66,,erreur,Remote end closed connection without response
66145,Ponteilla,66,,erreur,Remote end closed connection without response
66140,Pézilla-la-Rivière,66,,erreur,Remote end closed connection without response
66141,Pia,66,,erreur,Remote end closed connection without response
66143,Planèzes,66,,erreur,Remote end closed connection without response
66142,Planès,66,,erreur,Remote end closed connection without response
66146,Porta,66,,erreur,Remote end closed connection without response
66149,Prades,66,,erreur,Remote end closed connection without response
66148,Port-Vendres,66,,erreur,Remote end closed connection without response
66147,Porté-Puymorens,66,,erreur,Remote end closed connection without response
66155,Py,66,,erreur,Remote end closed connection without response
66153,Prunet-et-Belpuig,66,,erreur,Remote end closed connection without response
66150,Prats-de-Mollo-la-Preste,66,,erreur,Remote end closed connection without response
66152,Prugnanes,66,,erreur,Remote end closed connection without response
66151,Prats-de-Sournia,66,,erreur,Remote end closed connection without response
66154,Puyvalador,66,,erreur,Remote end closed connection without response
66157,Railleu,66,,erreur,Remote end closed connection without response
66156,Rabouillet,66,,erreur,Remote end closed connection without response
66159,Réal,66,,erreur,Remote end closed connection without response
66158,Rasiguères,66,,erreur,Remote end closed connection without response
66165,Rodès,66,,erreur,Remote end closed connection without response
66161,Ria-Sirach,66,,erreur,Remote end closed connection without response
66164,Rivesaltes,66,,erreur,Remote end closed connection without response
66162,Rigarda,66,,erreur,Remote end closed connection without response
66160,Reynès,66,,erreur,Remote end closed connection without response
66166,Sahorre,66,,erreur,Remote end closed connection without response
66171,Saint-Cyprien,66,,erreur,Remote end closed connection without response
66173,Saint-Féliu-d'Amont,66,,erreur,Remote end closed connection without response
66168,Saint-André,66,,erreur,Remote end closed connection without response
66172,Saint-Estève,66,,erreur,Remote end closed connection without response
66169,Saint-Arnac,66,,erreur,Remote end closed connection without response
66170,Sainte-Colombe-de-la-Commanderie,66,,erreur,Remote end closed connection without response
66167,Saillagouse,66,,erreur,Remote end closed connection without response
66176,Saint-Hippolyte,66,,erreur,Remote end closed connection without response
66174,Saint-Féliu-d'Avall,66,,erreur,Remote end closed connection without response
66175,Saint-Génis-des-Fontaines,66,,erreur,Remote end closed connection without response
66181,Sainte-Léocadie,66,,erreur,Remote end closed connection without response
66177,Saint-Jean-Lasseille,66,,erreur,Remote end closed connection without response
66182,Sainte-Marie-la-Mer,66,,erreur,Remote end closed connection without response
66180,Saint-Laurent-de-la-Salanque,66,,erreur,Remote end closed connection without response
66179,Saint-Laurent-de-Cerdans,66,,erreur,Remote end closed connection without response
66178,Saint-Jean-Pla-de-Corts,66,,erreur,Remote end closed connection without response
66185,Saint-Michel-de-Llotes,66,,erreur,Remote end closed connection without response
66186,Saint-Nazaire,66,,erreur,Remote end closed connection without response
66184,Saint-Martin-de-Fenouillet,66,,erreur,Remote end closed connection without response
66183,Saint-Marsal,66,,erreur,Remote end closed connection without response
66187,Saint-Paul-de-Fenouillet,66,,erreur,Remote end closed connection without response
66188,Saint-Pierre-dels-Forcats,66,,erreur,Remote end closed connection without response
66194,Serralongue,66,,erreur,Remote end closed connection without response
66193,Serdinya,66,,erreur,Remote end closed connection without response
66190,Salses-le-Château,66,,erreur,Remote end closed connection without response
66196,Sorède,66,,erreur,Remote end closed connection without response
66192,Sauto,66,,erreur,Remote end closed connection without response
66189,Saleilles,66,,erreur,Remote end closed connection without response
66191,Sansa,66,,erreur,Remote end closed connection without response
66195,Le Soler,66,,erreur,Remote end closed connection without response
66197,Souanyas,66,,erreur,Remote end closed connection without response
66203,Taulis,66,,erreur,Remote end closed connection without response
66198,Sournia,66,,erreur,Remote end closed connection without response
66201,Tarerach,66,,erreur,Remote end closed connection without response
66199,Taillet,66,,erreur,Remote end closed connection without response
66207,Terrats,66,,erreur,Remote end closed connection without response
66202,Targasonne,66,,erreur,Remote end closed connection without response
66205,Tautavel,66,,erreur,Remote end closed connection without response
66206,Le Tech,66,,erreur,Remote end closed connection without response
66204,Taurinya,66,,erreur,Remote end closed connection without response
66208,Théza,66,,erreur,Remote end closed connection without response
66211,Tordères,66,,erreur,Remote end closed connection without response
66212,Torreilles,66,,erreur,Remote end closed connection without response
66209,Thuès-Entre-Valls,66,,erreur,Remote end closed connection without response
66217,Trouillas,66,,erreur,Remote end closed connection without response
66214,Tresserre,66,,erreur,Remote end closed connection without response
66213,Toulouges,66,,erreur,Remote end closed connection without response
66210,Thuir,66,,erreur,Remote end closed connection without response
66218,Ur,66,,erreur,Remote end closed connection without response
66216,Trilla,66,,erreur,Remote end closed connection without response
66215,Trévillach,66,,erreur,Remote end closed connection without response
66219,Urbanya,66,,erreur,Remote end closed connection without response
66227,Villeneuve-de-la-Raho,66,,erreur,Remote end closed connection without response
66222,Vernet-les-Bains,66,,erreur,Remote end closed connection without response
66220,Valcebollère,66,,erreur,Remote end closed connection without response
66221,Valmanya,66,,erreur,Remote end closed connection without response
66223,Villefranche-de-Conflent,66,,erreur,Remote end closed connection without response
66228,Villeneuve-la-Rivière,66,,erreur,Remote end closed connection without response
66226,Villemolaque,66,,erreur,Remote end closed connection without response
66225,Villelongue-dels-Monts,66,,erreur,Remote end closed connection without response
66224,Villelongue-de-la-Salanque,66,,erreur,Remote end closed connection without response
66230,Vinça,66,,erreur,Remote end closed connection without response
66232,Vira,66,,erreur,Remote end closed connection without response
83003,Ampus,83,,erreur,Remote end closed connection without response
66234,Le Vivier,66,,erreur,Remote end closed connection without response
83002,Aiguines,83,,erreur,Remote end closed connection without response
66231,Vingrau,66,,erreur,Remote end closed connection without response
66233,Vivès,66,,erreur,Remote end closed connection without response
83005,Artignosc-sur-Verdon,83,,erreur,Remote end closed connection without response
83004,Les Arcs,83,,erreur,Remote end closed connection without response
83001,Les Adrets-de-l'Estérel,83,,erreur,Remote end closed connection without response
83006,Artigues,83,,erreur,Remote end closed connection without response
83007,Aups,83,,erreur,Remote end closed connection without response
83010,Bargème,83,,erreur,Remote end closed connection without response
83009,Bandol,83,,erreur,Remote end closed connection without response
83008,Bagnols-en-Forêt,83,,erreur,Remote end closed connection without response
83011,Bargemon,83,,erreur,Remote end closed connection without response
83013,La Bastide,83,,erreur,Remote end closed connection without response
83012,Barjols,83,,erreur,Remote end closed connection without response
83015,Bauduen,83,,erreur,Remote end closed connection without response
83014,Baudinard-sur-Verdon,83,,erreur,Remote end closed connection without response
83016,Le Beausset,83,,erreur,Remote end closed connection without response
83020,Le Bourguet,83,,erreur,Remote end closed connection without response
83018,Besse-sur-Issole,83,,erreur,Remote end closed connection without response
83019,Bormes-les-Mimosas,83,,erreur,Remote end closed connection without response
83017,Belgentier,83,,erreur,Remote end closed connection without response
83021,Bras,83,,erreur,Remote end closed connection without response
83023,Brignoles,83,,erreur,Remote end closed connection without response
83025,Brue-Auriac,83,,erreur,Remote end closed connection without response
83026,Cabasse,83,,erreur,Remote end closed connection without response
83022,Brenon,83,,erreur,Remote end closed connection without response
83027,La Cadière-d'Azur,83,,erreur,Remote end closed connection without response
83031,Le Cannet-des-Maures,83,,erreur,Remote end closed connection without response
83029,Callian,83,,erreur,Remote end closed connection without response
83033,Carnoules,83,,erreur,Remote end closed connection without response
83035,Le Castellet,83,,erreur,Remote end closed connection without response
83030,Camps-la-Source,83,,erreur,Remote end closed connection without response
83036,Cavalaire-sur-Mer,83,,erreur,Remote end closed connection without response
83028,Callas,83,,erreur,Remote end closed connection without response
83034,Carqueiranne,83,,erreur,Remote end closed connection without response
83032,Carcès,83,,erreur,Remote end closed connection without response
83037,La Celle,83,,erreur,Remote end closed connection without response
83046,Cotignac,83,,erreur,Remote end closed connection without response
83047,La Crau,83,,erreur,Remote end closed connection without response
83045,Correns,83,,erreur,Remote end closed connection without response
83040,Châteauvieux,83,,erreur,Remote end closed connection without response
83044,Comps-sur-Artuby,83,,erreur,Remote end closed connection without response
83042,Cogolin,83,,erreur,Remote end closed connection without response
83043,Collobrières,83,,erreur,Remote end closed connection without response
83041,Claviers,83,,erreur,Remote end closed connection without response
83038,Châteaudouble,83,,erreur,Remote end closed connection without response
83039,Châteauvert,83,,erreur,Remote end closed connection without response
83048,La Croix-Valmer,83,,erreur,Remote end closed connection without response
83051,Entrecasteaux,83,,erreur,Remote end closed connection without response
83049,Cuers,83,,erreur,Remote end closed connection without response
83053,Évenos,83,,erreur,Remote end closed connection without response
83050,Draguignan,83,,erreur,Remote end closed connection without response
83054,La Farlède,83,,erreur,Remote end closed connection without response
83055,Fayence,83,,erreur,Remote end closed connection without response
83056,Figanières,83,,erreur,Remote end closed connection without response
83052,Esparron,83,,erreur,Remote end closed connection without response
83057,Flassans-sur-Issole,83,,erreur,Remote end closed connection without response
83058,Flayosc,83,,erreur,Remote end closed connection without response
83062,La Garde,83,,erreur,Remote end closed connection without response
83060,Fox-Amphoux,83,,erreur,Remote end closed connection without response
83059,Forcalqueiret,83,,erreur,Remote end closed connection without response
83064,Garéoult,83,,erreur,Remote end closed connection without response
83066,Ginasservis,83,,erreur,Remote end closed connection without response
83063,La Garde-Freinet,83,,erreur,Remote end closed connection without response
83065,Gassin,83,,erreur,Remote end closed connection without response
83061,Fréjus,83,,erreur,Remote end closed connection without response
83067,Gonfaron,83,,erreur,Remote end closed connection without response
83071,La Londe-les-Maures,83,,erreur,Remote end closed connection without response
83072,Lorgues,83,,erreur,Remote end closed connection without response
83074,La Martre,83,,erreur,Remote end closed connection without response
83068,Grimaud,83,,erreur,Remote end closed connection without response
83070,Le Lavandou,83,,erreur,Remote end closed connection without response
83073,Le Luc,83,,erreur,Remote end closed connection without response
83077,Méounes-lès-Montrieux,83,,erreur,Remote end closed connection without response
83075,Les Mayons,83,,erreur,Remote end closed connection without response
83069,Hyères,83,,erreur,Remote end closed connection without response
83076,Mazaugues,83,,erreur,Remote end closed connection without response
83078,Moissac-Bellevue,83,,erreur,Remote end closed connection without response
83079,La Môle,83,,erreur,Remote end closed connection without response
83082,Montferrat,83,,erreur,Remote end closed connection without response
83087,Nans-les-Pins,83,,erreur,Remote end closed connection without response
83081,Montauroux,83,,erreur,Remote end closed connection without response
83084,Montmeyan,83,,erreur,Remote end closed connection without response
83086,Le Muy,83,,erreur,Remote end closed connection without response
83080,Mons,83,,erreur,Remote end closed connection without response
83083,Montfort-sur-Argens,83,,erreur,Remote end closed connection without response
83085,La Motte,83,,erreur,Remote end closed connection without response
83092,Pignans,83,,erreur,Remote end closed connection without response
83089,Ollières,83,,erreur,Remote end closed connection without response
83090,Ollioules,83,,erreur,Remote end closed connection without response
83088,Néoules,83,,erreur,Remote end closed connection without response
83094,Le Plan-de-la-Tour,83,,erreur,Remote end closed connection without response
83095,Pontevès,83,,erreur,Remote end closed connection without response
83096,Pourcieux,83,,erreur,Remote end closed connection without response
83093,Plan-d'Aups-Sainte-Baume,83,,erreur,Remote end closed connection without response
83091,Pierrefeu-du-Var,83,,erreur,Remote end closed connection without response
83097,Pourrières,83,,erreur,Remote end closed connection without response
83106,Rocbaron,83,,erreur,Remote end closed connection without response
83105,Riboux,83,,erreur,Remote end closed connection without response
83104,Rians,83,,erreur,Remote end closed connection without response
83100,Puget-Ville,83,,erreur,Remote end closed connection without response
83103,Le Revest-les-Eaux,83,,erreur,Remote end closed connection without response
83098,Le Pradet,83,,erreur,Remote end closed connection without response
83102,Régusse,83,,erreur,Remote end closed connection without response
83107,Roquebrune-sur-Argens,83,,erreur,Remote end closed connection without response
83101,Ramatuelle,83,,erreur,Remote end closed connection without response
83108,La Roquebrussanne,83,,erreur,Remote end closed connection without response
83109,La Roque-Esclapon,83,,erreur,Remote end closed connection without response
83110,Rougiers,83,,erreur,Remote end closed connection without response
83112,Saint-Cyr-sur-Mer,83,,erreur,Remote end closed connection without response
83114,Saint-Martin-de-Pallières,83,,erreur,Remote end closed connection without response
83111,Sainte-Anastasie-sur-Issole,83,,erreur,Remote end closed connection without response
83113,Saint-Julien,83,,erreur,Remote end closed connection without response
83116,Saint-Maximin-la-Sainte-Baume,83,,erreur,Remote end closed connection without response
83115,Sainte-Maxime,83,,erreur,Remote end closed connection without response
83118,Saint-Raphaël,83,,erreur,Remote end closed connection without response
83119,Saint-Tropez,83,,erreur,Remote end closed connection without response
83117,Saint-Paul-en-Forêt,83,,erreur,Remote end closed connection without response
83123,Sanary-sur-Mer,83,,erreur,Remote end closed connection without response
83120,Saint-Zacharie,83,,erreur,Remote end closed connection without response
83122,Les Salles-sur-Verdon,83,,erreur,Remote end closed connection without response
83121,Salernes,83,,erreur,Remote end closed connection without response
83125,Seillons-Source-d'Argens,83,,erreur,Remote end closed connection without response
83099,Puget-sur-Argens,83,,erreur,Remote end closed connection without response
83124,Seillans,83,,erreur,Remote end closed connection without response
83127,Signes,83,,erreur,Remote end closed connection without response
83132,Solliès-Ville,83,,erreur,Remote end closed connection without response
83126,La Seyne-sur-Mer,83,,erreur,Remote end closed connection without response
83130,Solliès-Pont,83,,erreur,Remote end closed connection without response
83134,Taradeau,83,,erreur,Remote end closed connection without response
83135,Tavernes,83,,erreur,Remote end closed connection without response
83128,Sillans-la-Cascade,83,,erreur,Remote end closed connection without response
83129,Six-Fours-les-Plages,83,,erreur,Remote end closed connection without response
83131,Solliès-Toucas,83,,erreur,Remote end closed connection without response
83133,Tanneron,83,,erreur,Remote end closed connection without response
83136,Le Thoronet,83,,erreur,Remote end closed connection without response
83137,Toulon,83,,erreur,Remote end closed connection without response
83138,Tourrettes,83,,erreur,Remote end closed connection without response
83144,La Valette-du-Var,83,,erreur,Remote end closed connection without response
83145,Varages,83,,erreur,Remote end closed connection without response
83143,Le Val,83,,erreur,Remote end closed connection without response
83140,Tourves,83,,erreur,Remote end closed connection without response
83139,Tourtour,83,,erreur,Remote end closed connection without response
83141,Trans-en-Provence,83,,erreur,Remote end closed connection without response
83142,Trigance,83,,erreur,Remote end closed connection without response
83147,Vérignon,83,,erreur,Remote end closed connection without response
83146,La Verdière,83,,erreur,Remote end closed connection without response
83149,Villecroze,83,,erreur,Remote end closed connection without response
83148,Vidauban,83,,erreur,Remote end closed connection without response
84001,Althen-des-Paluds,84,,erreur,Remote end closed connection without response
83154,Saint-Antonin-du-Var,83,,erreur,Remote end closed connection without response
83152,Rayol-Canadel-sur-Mer,83,,erreur,Remote end closed connection without response
83150,Vinon-sur-Verdon,83,,erreur,Remote end closed connection without response
83151,Vins-sur-Caramy,83,,erreur,Remote end closed connection without response
83153,Saint-Mandrier-sur-Mer,83,,erreur,Remote end closed connection without response
